consecutive_number,f0_,f1_,f2_,f3_,f4_,f5_,f6_,f7_,f8_,f9_,f10_,f11_,f12_,f13_,f14_,f15_
550018,Wisconsin,Urban,2016-01-12T19:18:00Z,Dark – Lighted,44.4563,-89.54378889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,5,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
490200,Utah,Rural,2016-10-02T09:33:00Z,Daylight,39.97781667,-111.348475,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
390542,Ohio,Rural,2016-07-21T19:04:00Z,Daylight,40.17782778,-83.21478056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120156,Florida,Urban,2016-01-29T14:20:00Z,Daylight,25.76083333,-80.40083333,Dry,Not Reported,Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120127,Florida,Urban,2016-01-26T16:50:00Z,Daylight,28.2081,-82.18535,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
10098,Alabama,Urban,2016-02-28T18:20:00Z,Daylight,30.54526111,-88.17174167,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
210307,Kentucky,Urban,2016-06-21T10:05:00Z,Daylight,38.20092222,-84.83204167,Non-Trafficway Area or Driveway Access,Non-Trafficway or Driveway Access,Straight,Non-Trafficway or Driveway Access,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122222,Florida,Urban,2016-10-05T18:01:00Z,Daylight,30.39141111,-81.93613056,Dry,Not Reported,Straight,Level,No,50,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
210118,Kentucky,Urban,2016-01-27T08:58:00Z,Daylight,38.16826389,-84.89940556,Dry,Concrete,Straight,Level,No,43,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
390111,Ohio,Rural,2016-03-04T08:23:00Z,Daylight,40.05516111,-83.2936,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122884,Florida,Urban,2016-08-17T18:15:00Z,Daylight,27.47558889,-82.57538056,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",75,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
490098,Utah,Rural,2016-06-08T13:32:00Z,Daylight,39.64118333,-111.44857222,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,"Grade, Unknown Slope","Yes, Exceeded Speed Limit",77,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
10264,Alabama,Rural,2016-05-12T12:55:00Z,Daylight,33.34996944,-86.62040278,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
270079,Minnesota,Rural,2016-04-06T07:40:00Z,Daylight,48.45636111,-93.58171111,Slush,"Blacktop, Bituminous, or Asphalt",Curve Left,Level,"Yes, Too Fast for Conditions",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
270264,Minnesota,Rural,2016-10-04T10:48:00Z,Daylight,44.21294167,-94.10993056,Dry,Not Reported,Straight,Level,No,5,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
123023,Florida,Urban,2016-08-09T10:40:00Z,Daylight,28.81796667,-81.84538333,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
270229,Minnesota,Rural,2016-09-04T09:04:00Z,Daylight,43.77592778,-92.4853,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Looked But Did Not See,None/Apparently Normal,No Obstruction Noted,Cloudy
10570,Alabama,Rural,2016-05-03T05:52:00Z,Dawn,30.83805,-88.39380833,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
490119,Utah,Rural,2016-07-03T13:25:00Z,Daylight,40.18868889,-111.07107222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,75,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
210190,Kentucky,Rural,2016-04-27T14:17:00Z,Daylight,36.85271389,-87.38116944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
270297,Minnesota,Rural,2016-10-30T09:07:00Z,Daylight,46.179375,-95.04116944,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,25,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550004,Wisconsin,Rural,2016-01-07T09:42:00Z,Daylight,43.09541944,-89.61181389,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122257,Florida,Rural,2016-10-12T10:37:00Z,Daylight,28.12455833,-82.23732778,Dry,Not Reported,Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
220465,Louisiana,Rural,2016-09-09T21:20:00Z,Dark – Lighted,30.30366667,-90.97296944,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
300036,Montana,Rural,2016-03-12T19:20:00Z,Dark – Lighted,47.51784444,-114.09697778,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
120629,Florida,Rural,2016-03-28T07:00:00Z,Dawn,29.41696944,-82.82321944,Wet,Not Reported,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550044,Wisconsin,Rural,2016-02-18T06:22:00Z,Dawn,42.65751111,-88.8897,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
390056,Ohio,Rural,2016-02-06T12:07:00Z,Daylight,39.25457778,-82.98454722,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,"Grade, Unknown Slope",No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121926,Florida,Rural,2016-09-11T00:22:00Z,Dark – Not Lighted,29.48673611,-81.57021667,Dry,Not Reported,Straight,Level,No,60,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
320225,Nevada,Rural,2016-10-04T18:54:00Z,Dark – Not Lighted,41.54684444,-117.78689167,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,73,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
121949,Florida,Rural,2016-09-06T23:18:00Z,Dark – Not Lighted,25.943225,-80.43795,Wet,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
483477,Texas,Urban,2016-10-13T08:39:00Z,Daylight,30.23595278,-97.82732222,Dry,Not Reported,Straight,"Grade, Unknown Slope",No,0,Other Cellular Phone Related,None/Apparently Normal,No Obstruction Noted,Cloudy
481346,Texas,Urban,2016-06-01T00:48:00Z,Dark – Lighted,30.10475,-94.13684444,Dry,Not Reported,Curve Right,"Grade, Unknown Slope",No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370591,North Carolina,Rural,2016-06-22T17:27:00Z,Daylight,36.27918056,-78.95217778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370453,North Carolina,Rural,2016-05-18T10:11:00Z,Daylight,35.2517,-80.15765278,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
482035,Texas,Rural,2016-08-10T05:00:00Z,Dark – Not Lighted,28.21161111,-98.2328,Dry,Not Reported,Straight,Level,No Driver Present/Unknown if Driver Present,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
210504,Kentucky,Rural,2016-09-19T08:55:00Z,Daylight,37.6191,-87.108175,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,"Grade, Unknown Slope",No,53,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
120155,Florida,Urban,2016-01-28T18:30:00Z,Dark – Not Lighted,30.53267222,-87.23991944,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10437,Alabama,Rural,2016-07-15T12:20:00Z,Daylight,33.17480278,-87.35520833,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
210110,Kentucky,Rural,2016-03-17T12:10:00Z,Daylight,36.91479722,-83.34512222,Dry,Concrete,Curve – Unknown Direction,Level,No,43,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
390957,Ohio,Rural,2016-10-07T13:46:00Z,Daylight,41.05873611,-83.70295833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
131243,Georgia,Rural,2016-11-15T13:38:00Z,Daylight,32.09915556,-83.79847778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No Driver Present/Unknown if Driver Present,0,No Driver Present/Unknown if Driver Present,No Driver Present/Unknown if Driver Present,No Obstruction Noted,Clear
220096,Louisiana,Rural,2016-02-01T14:35:00Z,Daylight,31.86684444,-93.08418333,Ice/Frost,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
390574,Ohio,Urban,2016-07-28T22:21:00Z,Dark – Lighted,39.17150833,-84.27181111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10565,Alabama,Rural,2016-05-18T13:15:00Z,Daylight,32.78269167,-86.55620833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
210502,Kentucky,Rural,2016-09-18T16:50:00Z,Daylight,37.03299444,-88.74916111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
490166,Utah,Rural,2016-07-30T18:19:00Z,Daylight,41.99883333,-111.81278889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
370290,North Carolina,Rural,2016-04-06T19:33:00Z,Daylight,35.28956667,-80.51113333,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,"Yes, Exceeded Speed Limit",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
210598,Kentucky,Urban,2016-10-26T09:55:00Z,Daylight,37.06071944,-88.64731667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
550017,Wisconsin,Rural,2016-01-17T18:02:00Z,Dark – Not Lighted,44.78525278,-91.35416667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
370024,North Carolina,Rural,2016-01-30T19:37:00Z,Dusk,35.97736944,-80.62193056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
340383,New Jersey,Rural,2016-10-21T06:09:00Z,Dawn,41.29648333,-74.79409722,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Downhill,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
130698,Georgia,Rural,2016-07-08T09:50:00Z,Daylight,34.96328056,-83.78979167,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370016,North Carolina,Rural,2016-01-06T09:53:00Z,Daylight,35.30671944,-77.15666667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122351,Florida,Rural,2016-10-31T07:40:00Z,Daylight,26.68413056,-80.32291111,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
390010,Ohio,Rural,2016-01-14T17:00:00Z,Daylight,40.55703333,-83.99271389,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
390771,Ohio,Rural,2016-10-02T14:38:00Z,Daylight,41.3521,-83.6072,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,Other Physical Impairment,No Obstruction Noted,Cloudy
10548,Alabama,Rural,2016-09-05T15:30:00Z,Daylight,33.956375,-85.71398333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
360311,New York,Rural,2016-05-18T13:24:00Z,Daylight,42.78435833,-78.77286667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Distraction/Inattention,None/Apparently Normal,No Obstruction Noted,Cloudy
400051,Oklahoma,Rural,2016-02-08T16:45:00Z,Daylight,34.1731,-97.4748,Dry,Concrete,Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
170485,Illinois,Urban,2016-07-01T16:58:00Z,Daylight,41.55679722,-87.916725,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
270006,Minnesota,Rural,2016-01-06T19:03:00Z,Dark – Not Lighted,43.71624722,-94.13496389,Ice/Frost,Concrete,Curve Right,Level,"Yes, Too Fast for Conditions",60,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Snow
270320,Minnesota,Rural,2016-11-18T06:17:00Z,Dark – Unknown Lighting,44.10332222,-95.74345833,Ice/Frost,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
560008,Wyoming,Rural,2016-02-18T12:46:00Z,Daylight,42.82299444,-110.96367222,Snow,Concrete,Straight,Level,"Yes, Too Fast for Conditions",50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
80124,Colorado,Rural,2016-04-29T07:15:00Z,Daylight,38.49481667,-105.28620556,Slush,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,"Yes, Too Fast for Conditions",64,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
370003,North Carolina,Rural,2016-01-20T14:18:00Z,Daylight,36.01935556,-81.92995,Snow,"Blacktop, Bituminous, or Asphalt",Curve Right,"Grade, Unknown Slope","Yes, Too Fast for Conditions",35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
390189,Ohio,Urban,2016-02-25T12:50:00Z,Daylight,39.77374722,-82.98924167,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
210060,Kentucky,Rural,2016-02-10T19:25:00Z,Dark – Not Lighted,37.72880833,-87.75532778,Wet,"Blacktop, Bituminous, or Asphalt",Curve – Unknown Direction,"Grade, Unknown Slope","Yes, Too Fast for Conditions",75,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
80088,Colorado,Urban,2016-03-02T07:57:00Z,Daylight,39.62527778,-106.03553611,Ice/Frost,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,"Yes, Exceeded Speed Limit",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
170348,Illinois,Urban,2016-01-20T06:40:00Z,Dark – Lighted,41.95761111,-87.88420278,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
510058,Virginia,Rural,2016-01-22T10:20:00Z,Daylight,37.05468889,-79.88245833,Snow,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,15,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
510099,Virginia,Rural,2016-01-22T12:00:00Z,Daylight,38.16202222,-78.84915,Snow,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,25,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
80028,Colorado,Rural,2016-02-01T09:50:00Z,Daylight,40.93420556,-104.79834167,Ice/Frost,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,"Yes, Too Fast for Conditions",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
420100,Pennsylvania,Rural,2016-02-10T18:25:00Z,Dark – Not Lighted,41.21995833,-78.77571667,Snow,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
421050,Pennsylvania,Rural,2016-12-09T18:57:00Z,Dark – Not Lighted,41.17783611,-79.15110833,Snow,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",35,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Snow
550383,Wisconsin,Rural,2016-10-07T04:30:00Z,Dark – Not Lighted,43.018925,-89.03959167,Wet,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
490034,Utah,Rural,2016-03-29T02:30:00Z,Dark – Not Lighted,39.06380833,-111.82075556,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
350211,New Mexico,Rural,2016-08-18T14:41:00Z,Daylight,35.41599167,-106.64247778,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",73,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
10192,Alabama,Rural,2016-04-22T07:30:00Z,Daylight,31.98291389,-86.29171389,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,"Yes, Too Fast for Conditions",55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
10953,Alabama,Rural,2016-02-03T07:06:00Z,Daylight,30.93626667,-88.02509167,Wet,Non-Trafficway or Driveway Access,Straight,Non-Trafficway or Driveway Access,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
122917,Florida,Urban,2016-10-06T16:10:00Z,Daylight,27.42911944,-81.41816111,Wet,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
122250,Florida,Urban,2016-09-01T14:40:00Z,Daylight,30.18614722,-85.73278056,Wet,Not Reported,Straight,Level,"Yes, Too Fast for Conditions",45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
122986,Florida,Urban,2016-06-30T14:20:00Z,Daylight,30.25188056,-82.988,Wet,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
450872,South Carolina,Rural,2016-12-18T23:29:00Z,Dark – Lighted,34.14823056,-80.82791111,Wet,Not Reported,Straight,Level,No,60,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Rain
481348,Texas,Urban,2016-06-02T13:06:00Z,Daylight,32.51118611,-94.82336667,Wet,Not Reported,Straight,"Grade, Unknown Slope",No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
121906,Florida,Rural,2016-08-29T15:04:00Z,Daylight,26.73685,-80.87088056,Wet,Not Reported,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
550482,Wisconsin,Rural,2016-12-23T17:14:00Z,Dark – Not Lighted,44.91830278,-91.94928889,Snow,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
420982,Pennsylvania,Rural,2016-08-21T13:40:00Z,Daylight,39.99079722,-78.53285278,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
421078,Pennsylvania,Rural,2016-08-11T18:50:00Z,Daylight,40.08711111,-78.90191667,Wet,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,"Yes, Too Fast for Conditions",50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
420723,Pennsylvania,Rural,2016-10-21T16:21:00Z,Daylight,39.85672778,-79.04778889,Wet,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,"Yes, Exceeded Speed Limit",55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
540012,West Virginia,Rural,2016-01-08T14:39:00Z,Daylight,38.34561111,-82.59256944,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
121557,Florida,Urban,2016-07-24T00:00:00Z,Dark – Lighted,28.25016111,-82.72765,Wet,Not Reported,Straight,Level,"Yes, Too Fast for Conditions",44,Not Distracted,None/Apparently Normal,Other Visual Obstruction,Rain
121209,Florida,Urban,2016-05-21T00:52:00Z,Dark – Lighted,28.04795,-81.90766111,Wet,Not Reported,Straight,Level,No,0,Not Distracted,None/Apparently Normal,"Rain, Snow, Fog, Smoke, Sand, Dust",Rain
450191,South Carolina,Urban,2016-04-01T22:30:00Z,Dark – Lighted,33.04215833,-80.12910833,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Rain
490229,Utah,Urban,2016-10-28T19:03:00Z,Dark – Lighted,41.81845,-111.83311111,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",100,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication","Rain, Snow, Fog, Smoke, Sand, Dust",Rain
490218,Utah,Urban,2016-10-24T11:35:00Z,Daylight,40.47461944,-111.44174444,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
220643,Louisiana,Urban,2016-12-18T01:55:00Z,Dark – Lighted,30.22751111,-93.1873,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No Driver Present/Unknown if Driver Present,0,No Driver Present/Unknown if Driver Present,None/Apparently Normal,No Driver Present/Unknown if Driver Present,Rain
120278,Florida,Urban,2016-02-06T10:51:00Z,Daylight,26.13675278,-80.14421111,Wet,Not Reported,Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
180129,Indiana,Rural,2016-03-13T16:18:00Z,Daylight,40.83230556,-85.79073333,Wet,Concrete,Straight,"Grade, Unknown Slope",No,0,"Distracted by Outside Person, Object or Event",None/Apparently Normal,No Obstruction Noted,Rain
121840,Florida,Urban,2016-08-30T22:46:00Z,Dark – Lighted,28.04001111,-82.00007778,Wet,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
210345,Kentucky,Rural,2016-02-25T16:47:00Z,Daylight,37.63786667,-87.64471944,Wet,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,38,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
470427,Tennessee,Urban,2016-06-15T16:10:00Z,Daylight,36.33845,-86.71771944,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
390149,Ohio,Urban,2016-03-10T13:20:00Z,Daylight,39.87295833,-84.29851111,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
540207,West Virginia,Urban,2016-10-13T14:25:00Z,Daylight,39.42870833,-80.18834722,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,19,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Rain
390971,Ohio,Rural,2016-12-06T07:29:00Z,Daylight,40.17284444,-82.64446389,Wet,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,45,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Rain
510287,Virginia,Rural,2016-06-23T05:50:00Z,Dawn,38.38831944,-79.60126944,Wet,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,No,55,Other Distraction,None/Apparently Normal,No Obstruction Noted,Rain
210511,Kentucky,Rural,2016-09-17T06:06:00Z,Dawn,37.61056667,-87.10661667,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
10185,Alabama,Rural,2016-04-01T15:40:00Z,Daylight,32.44826944,-85.51950833,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
270338,Minnesota,Rural,2016-12-01T19:52:00Z,Dark – Not Lighted,44.17213889,-92.55761111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No Driver Present/Unknown if Driver Present,0,Not Distracted,None/Apparently Normal,No Driver Present/Unknown if Driver Present,Cloudy
220581,Louisiana,Rural,2016-07-09T20:58:00Z,Dark – Not Lighted,30.145525,-89.86138333,Dry,Concrete,Straight,Level,No,30,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
391032,Ohio,Urban,2016-12-15T20:42:00Z,Dark – Not Lighted,40.31299444,-83.047525,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
320015,Nevada,Urban,2016-01-22T16:47:00Z,Daylight,36.17446389,-115.22408056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
220454,Louisiana,Urban,2016-08-26T07:40:00Z,Daylight,29.89406389,-90.10826389,Dry,Concrete,Straight,"Grade, Unknown Slope",No Driver Present/Unknown if Driver Present,27,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
400442,Oklahoma,Urban,2016-10-12T18:02:00Z,Daylight,33.99979722,-96.40328333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
130369,Georgia,Urban,2016-04-12T10:05:00Z,Daylight,31.59806667,-84.14198333,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122236,Florida,Rural,2016-10-15T15:19:00Z,Daylight,28.28804167,-80.697325,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",55,Not Distracted,Other Physical Impairment,No Obstruction Noted,Cloudy
391046,Ohio,Urban,2016-10-04T17:19:00Z,Daylight,40.77431667,-82.54928333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
