consecutive_number,f0_,f1_,f2_,f3_,f4_,f5_,f6_,f7_,f8_,f9_,f10_,f11_,f12_,f13_,f14_,f15_
210260,Kentucky,Rural,2016-05-30T04:56:00Z,Dark – Not Lighted,38.03703056,-84.290075,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,67,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120638,Florida,Rural,2016-03-31T21:33:00Z,Dark – Not Lighted,27.09867778,-82.13360556,Dry,Not Reported,Straight,Level,No,30,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
63348,California,Urban,2016-12-19T21:55:00Z,Dark – Lighted,34.07143056,-118.12450278,Dry,Concrete,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
40387,Arizona,Urban,2016-06-03T22:41:00Z,Dark – Lighted,33.758525,-112.12723889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,65,Looked But Did Not See,None/Apparently Normal,No Obstruction Noted,Clear
210346,Kentucky,Rural,2016-06-30T22:47:00Z,Dark – Lighted,37.5996,-84.31447222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,75,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60429,California,Rural,2016-03-31T23:07:00Z,Dark – Lighted,34.02618611,-118.03927778,Dry,Concrete,Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61798,California,Rural,2016-10-02T01:35:00Z,Dark – Lighted,32.74158333,-117.18170556,Dry,Concrete,Straight,Downhill,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
121772,Florida,Rural,2016-08-22T03:00:00Z,Dark – Lighted,27.55731944,-80.480125,Dry,Not Reported,Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122849,Florida,Rural,2016-12-25T04:40:00Z,Dark – Not Lighted,30.47786389,-84.08081667,Wet,Not Reported,Straight,Downhill,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122229,Florida,Rural,2016-10-12T23:25:00Z,Dark – Not Lighted,29.24501944,-82.18981111,Dry,Not Reported,Straight,Uphill,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420849,Pennsylvania,Rural,2016-11-22T19:18:00Z,Dark – Not Lighted,40.96666944,-77.64712778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,72,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
370441,North Carolina,Rural,2016-05-15T20:55:00Z,Dark – Not Lighted,35.54775556,-82.60653889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10073,Alabama,Rural,2016-02-26T22:25:00Z,Dark – Not Lighted,34.85565833,-86.92801944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
490256,Utah,Urban,2016-11-18T06:41:00Z,Dawn,40.66188056,-111.90121667,Dry,Concrete,Straight,"Grade, Unknown Slope",No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61962,California,Urban,2016-10-18T08:08:00Z,Daylight,37.89596667,-122.07029444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
190076,Iowa,Urban,2016-04-23T11:59:00Z,Daylight,41.59959722,-93.58800556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No Driver Present/Unknown if Driver Present,0,Not Distracted,None/Apparently Normal,No Driver Present/Unknown if Driver Present,Clear
123005,Florida,Urban,2016-12-30T12:05:00Z,Daylight,28.11556111,-80.70581111,Dry,Not Reported,Straight,Hillcrest,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
370816,North Carolina,Urban,2016-08-26T22:13:00Z,Dark – Not Lighted,35.69818611,-78.57833333,Dry,Concrete,Straight,"Grade, Unknown Slope",No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60129,California,Urban,2016-02-08T00:15:00Z,Dark – Not Lighted,38.78131944,-121.23093056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
121080,Florida,Urban,2016-05-21T06:10:00Z,Dawn,26.13318889,-80.20324722,Dry,Not Reported,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61711,California,Urban,2016-09-23T23:57:00Z,Dark – Lighted,34.08724167,-117.68484167,Dry,Not Reported,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
80449,Colorado,Urban,2016-10-12T00:45:00Z,Dark – Lighted,39.75333333,-105.01498889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
80049,Colorado,Urban,2016-02-28T03:06:00Z,Dark – Not Lighted,40.35622222,-104.98216667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,75,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220221,Louisiana,Urban,2016-05-02T02:07:00Z,Dark – Lighted,29.95707778,-90.093575,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
370282,North Carolina,Urban,2016-03-17T02:06:00Z,Dark – Not Lighted,35.37969167,-80.70677778,Dry,Concrete,Straight,"Grade, Unknown Slope",No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220391,Louisiana,Urban,2016-09-18T00:19:00Z,Dark – Not Lighted,30.47886111,-90.46179167,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420030,Pennsylvania,Urban,2016-01-30T03:01:00Z,Dark – Lighted,40.07177222,-74.95600278,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,"Yes, Specifics Unknown",65,"Distracted by Outside Person, Object or Event",None/Apparently Normal,No Obstruction Noted,Clear
481676,Texas,Urban,2016-07-02T02:20:00Z,Dark – Not Lighted,29.73056389,-95.34054167,Dry,Concrete,Straight,Hillcrest,No Driver Present/Unknown if Driver Present,0,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
120500,Florida,Urban,2016-02-18T08:35:00Z,Daylight,25.8121,-80.2321,Dry,Not Reported,Straight,Level,No,25,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
370860,North Carolina,Urban,2016-08-30T09:48:00Z,Daylight,35.14796389,-80.89677778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Hillcrest,No,5,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420479,Pennsylvania,Rural,2016-07-16T09:05:00Z,Daylight,40.11675278,-79.94700833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Unknown,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
121924,Florida,Rural,2016-09-13T07:55:00Z,Daylight,30.36844167,-83.24652222,Dry,Not Reported,Straight,Level,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60383,California,Rural,2016-01-04T01:40:00Z,Dark – Not Lighted,38.64130278,-121.45633056,Dry,Concrete,Straight,Uphill,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
370307,North Carolina,Rural,2016-04-06T05:39:00Z,Dark – Not Lighted,34.32094444,-77.87178056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
130545,Georgia,Rural,2016-05-31T14:28:00Z,Daylight,34.187775,-83.59177222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Downhill,No Driver Present/Unknown if Driver Present,0,No Driver Present/Unknown if Driver Present,No Driver Present/Unknown if Driver Present,No Driver Present/Unknown if Driver Present,Clear
340559,New Jersey,Urban,2016-12-10T00:42:00Z,Dark – Not Lighted,40.80566944,-74.285475,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No Driver Present/Unknown if Driver Present,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120512,Florida,Rural,2016-03-06T05:45:00Z,Dark – Not Lighted,26.96108056,-80.16950556,Dry,Not Reported,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10388,Alabama,Rural,2016-03-02T07:44:00Z,Daylight,32.98767778,-87.78761389,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,Uphill,No,3,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10691,Alabama,Urban,2016-10-23T13:13:00Z,Daylight,30.72535278,-88.120125,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No Driver Present/Unknown if Driver Present,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420683,Pennsylvania,Rural,2016-06-04T22:59:00Z,Dark – Not Lighted,40.83358611,-76.064425,Wet,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,No,67,Not Distracted,None/Apparently Normal,No Obstruction Noted,"Fog, Smog, Smoke"
10431,Alabama,Rural,2016-07-27T10:00:00Z,Daylight,33.55748056,-86.64033056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Downhill,No,60,While Using or Reaching For Device/Object Brought Into Vehicle,None/Apparently Normal,No Obstruction Noted,Cloudy
360821,New York,Rural,2016-11-29T09:52:00Z,Daylight,43.11616944,-76.21422222,Wet,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370076,North Carolina,Urban,2016-01-27T16:26:00Z,Daylight,35.69198333,-78.57683056,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,Level,"Yes, Exceeded Speed Limit",75,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
10695,Alabama,Urban,2016-11-11T01:03:00Z,Dark – Not Lighted,33.33983333,-86.917325,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122333,Florida,Rural,2016-11-02T18:49:00Z,Dusk,29.16434444,-81.08089444,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,"Not-in-Transport Motor Vehicle (Parked, Working)",Cloudy
121499,Florida,Rural,2016-07-17T05:30:00Z,Dark – Not Lighted,29.20446944,-81.09763889,Dry,Not Reported,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10306,Alabama,Rural,2016-06-04T04:20:00Z,Dark – Not Lighted,32.91451667,-86.64251944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,75,Not Distracted,"Ill, Blackout",No Obstruction Noted,Clear
62009,California,Rural,2016-08-09T23:45:00Z,Dark – Not Lighted,38.38586111,-121.47869444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,"Distracted by Outside Person, Object or Event",None/Apparently Normal,No Obstruction Noted,Clear
121781,Florida,Rural,2016-08-20T02:56:00Z,Dark – Not Lighted,28.45383889,-80.82461111,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122321,Florida,Rural,2016-10-23T19:45:00Z,Dark – Not Lighted,29.1478,-81.11478889,Dry,Not Reported,Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
320059,Nevada,Rural,2016-02-08T01:05:00Z,Dark – Not Lighted,39.24881944,-119.81390833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,75,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
360757,New York,Rural,2016-10-10T06:26:00Z,Dark – Not Lighted,42.90630833,-74.58300833,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,"Yes, Too Fast for Conditions",65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
40486,Arizona,Rural,2016-08-01T02:42:00Z,Dark – Not Lighted,33.45646389,-112.75472222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,73,Looked But Did Not See,None/Apparently Normal,No Obstruction Noted,Clear
60699,California,Rural,2016-05-04T01:19:00Z,Dark – Not Lighted,38.36537778,-121.47453056,Dry,Not Reported,Straight,Level,No,56,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61295,California,Rural,2016-07-07T05:00:00Z,Dark – Not Lighted,35.00099444,-118.95005278,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Not Distracted,Asleep or Fatigued,No Obstruction Noted,Clear
61748,California,Rural,2016-03-12T14:24:00Z,Daylight,39.33786667,-120.35226944,Slush,Concrete,Straight,Level,"Yes, Too Fast for Conditions",50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Snow
120873,Florida,Urban,2016-04-30T07:10:00Z,Daylight,25.72789167,-80.383875,Dry,Not Reported,Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
63347,California,Urban,2016-11-14T04:22:00Z,Dark – Not Lighted,37.89178333,-122.30863889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
220200,Louisiana,Rural,2016-04-24T01:10:00Z,Dark – Not Lighted,30.24666111,-92.9339,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No Driver Present/Unknown if Driver Present,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
470960,Tennessee,Urban,2016-12-24T19:00:00Z,Dark – Not Lighted,36.16991944,-86.59068056,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",67,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
490090,Utah,Rural,2016-05-25T13:40:00Z,Daylight,41.99943611,-112.198325,Water (Standing or Moving),Concrete,Straight,"Grade, Unknown Slope","Yes, Too Fast for Conditions",75,Not Distracted,None/Apparently Normal,"Rain, Snow, Fog, Smoke, Sand, Dust",Rain
210618,Kentucky,Urban,2016-10-20T15:44:00Z,Daylight,39.02909444,-84.47184722,Wet,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,63,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
390689,Ohio,Urban,2016-09-10T21:38:00Z,Dark – Not Lighted,40.17428889,-82.95659722,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,80,Not Distracted,None/Apparently Normal,No Obstruction Noted,Rain
220321,Louisiana,Urban,2016-08-27T20:10:00Z,Dark – Lighted,32.51391667,-93.7335,Dry,Concrete,Curve Right,"Grade, Unknown Slope",No,35,Not Distracted,None/Apparently Normal,In-Transport Motor Vehicle (Including Load),Cloudy
121863,Florida,Urban,2016-08-06T18:55:00Z,Daylight,26.31796389,-80.11616667,Dry,Not Reported,Curve Left,Level,No,64,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
390959,Ohio,Urban,2016-10-26T12:06:00Z,Daylight,41.06398889,-81.57298333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121621,Florida,Urban,2016-07-31T05:01:00Z,Dark – Lighted,26.89285278,-80.13370556,Dry,Not Reported,Straight,Level,No,90,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
61035,California,Rural,2016-06-13T04:15:00Z,Dark – Not Lighted,32.68018889,-117.11015278,Dry,Concrete,Straight,Level,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
60167,California,Urban,2016-01-18T21:11:00Z,Dark – Not Lighted,34.06761944,-117.83508889,Dry,Concrete,Straight,Level,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
62271,California,Urban,2016-07-06T04:28:00Z,Dark – Lighted,33.98823056,-118.13801111,Dry,Concrete,Straight,Level,No Driver Present/Unknown if Driver Present,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370851,North Carolina,Rural,2016-08-19T04:53:00Z,Dark – Not Lighted,35.97650556,-77.87881667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
60161,California,Urban,2016-02-01T04:05:00Z,Dark – Lighted,34.3826,-117.41581944,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
320014,Nevada,Rural,2016-01-18T09:45:00Z,Daylight,35.76041111,-115.343025,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
60587,California,Urban,2016-03-28T06:15:00Z,Dark – Not Lighted,37.73248333,-122.41440278,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
60668,California,Urban,2016-03-22T05:08:00Z,Dark – Not Lighted,37.80196111,-122.29788056,Wet,"Blacktop, Bituminous, or Asphalt",Curve Right,Downhill,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
10127,Alabama,Rural,2016-03-23T20:41:00Z,Dark – Not Lighted,31.76528333,-86.69906389,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,Level,No,85,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
60381,California,Urban,2016-01-01T06:35:00Z,Dark – Not Lighted,38.21173333,-122.14480556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122200,Florida,Urban,2016-10-09T04:16:00Z,Dark – Not Lighted,27.78320278,-82.35981389,Dry,Not Reported,Straight,Level,No,70,"Inattention (Inattentive), Details Unknown","Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
60826,California,Urban,2016-04-12T04:10:00Z,Dark – Lighted,34.06511944,-117.30816111,Dry,Concrete,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122212,Florida,Urban,2016-09-30T03:22:00Z,Dark – Lighted,28.0416,-82.35086111,Dry,Not Reported,Straight,Level,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60832,California,Urban,2016-03-28T21:32:00Z,Dark – Not Lighted,37.7938,-122.26430556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Downhill,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
62129,California,Urban,2016-10-21T22:16:00Z,Dark – Not Lighted,38.606775,-121.50806944,Dry,Concrete,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
420099,Pennsylvania,Urban,2016-02-04T22:20:00Z,Dark – Not Lighted,40.24246944,-77.11150833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60178,California,Urban,2016-01-29T03:05:00Z,Dark – Not Lighted,34.06502778,-117.3077,Dry,Concrete,Straight,Level,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
40350,Arizona,Urban,2016-06-03T13:52:00Z,Daylight,33.55658611,-112.112825,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61678,California,Urban,2016-08-04T05:00:00Z,Dark – Lighted,37.94086667,-121.29808611,Dry,Concrete,Straight,Level,No,63,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120492,Florida,Urban,2016-02-12T02:54:00Z,Dark – Lighted,30.41778333,-81.73775833,Dry,Not Reported,Curve Left,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60779,California,Urban,2016-04-17T01:49:00Z,Dark – Lighted,33.91256389,-118.15095833,Dry,Concrete,Straight,Level,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122474,Florida,Urban,2016-10-28T19:28:00Z,Dark – Lighted,30.35598889,-81.66865,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
180145,Indiana,Urban,2016-03-16T21:37:00Z,Dark – Lighted,41.58136667,-87.24511389,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60610,California,Urban,2016-04-29T20:31:00Z,Dark – Not Lighted,34.89131389,-117.0014,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60262,California,Urban,2016-02-12T00:50:00Z,Dark – Not Lighted,34.0657,-117.5041,Dry,Concrete,Straight,Level,No,58,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
